Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51.0,No,Travel_Rarely,1178.0,Sales,14.0,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7
39.0,No,Travel_Rarely,117.0,Research & Development,10.0,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10
36.0,No,Non-Travel,635.0,Sales,10.0,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7
32.0,No,Travel_Rarely,588.0,Sales,8.0,2,Technical Degree,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9
56.0,No,Travel_Frequently,1240.0,Research & Development,9.0,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3
57.0,No,Travel_Rarely,405.0,Research & Development,1.0,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,4900,2721,1,No,24,4,1,1,13,2,2,12,9,2,8
57.0,No,Travel_Rarely,210.0,Sales,29.0,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0
40.0,No,Travel_Rarely,804.0,Research & Development,2.0,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,1,Yes,20,4,4,0,5,2,2,4,2,2,3
23.0,Yes,Travel_Frequently,638.0,Sales,9.0,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,No,19,3,1,1,1,3,2,1,0,1,0
53.0,No,Travel_Rarely,1395.0,Research & Development,24.0,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
38.0,No,Travel_Frequently,148.0,Research & Development,2.0,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
36.0,No,Travel_Rarely,1041.0,Human Resources,13.0,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
29.0,No,Travel_Frequently,1413.0,Sales,1.0,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
38.0,No,Travel_Rarely,201.0,Research & Development,10.0,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,No,12,3,1,1,20,3,3,18,16,1,11
47.0,No,Travel_Rarely,1180.0,Research & Development,25.0,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,No,23,4,2,0,25,3,3,17,14,12,11
32.0,Yes,Travel_Rarely,1089.0,Research & Development,7.0,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1
36.0,No,Travel_Rarely,819.0,Research & Development,18.0,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10
36.0,No,Travel_Frequently,1195.0,Research & Development,11.0,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3
49.0,Yes,Travel_Frequently,1475.0,Research & Development,28.0,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3
34.0,No,Travel_Rarely,121.0,Research & Development,2.0,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
39.0,No,Travel_Rarely,524.0,Research & Development,18.0,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534,13352,1,No,11,3,1,0,9,6,3,8,7,1,7
30.0,No,Non-Travel,829.0,Research & Development,1.0,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
51.0,No,Travel_Frequently,541.0,Sales,2.0,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2
36.0,No,Travel_Rarely,735.0,Research & Development,6.0,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,1,Yes,14,3,4,0,4,3,3,3,2,2,2
60.0,No,Travel_Rarely,1179.0,Sales,16.0,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
50.0,Yes,Travel_Frequently,878.0,Sales,1.0,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,No,12,3,4,2,12,3,3,6,3,0,1
45.0,No,Travel_Rarely,950.0,Research & Development,28.0,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,No,20,4,4,1,8,3,3,5,4,0,3
56.0,No,Travel_Rarely,1400.0,Research & Development,7.0,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2
46.0,No,Travel_Rarely,706.0,Research & Development,2.0,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7
42.0,No,Travel_Rarely,855.0,Research & Development,12.0,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4
60.0,No,Travel_Rarely,802.0,Research & Development,1.0,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
36.0,No,Travel_Rarely,141.0,Sales,7.0,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3
36.0,No,Non-Travel,280.0,Human Resources,1.0,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,No,15,3,2,1,3,2,3,3,2,2,2
53.0,Yes,Travel_Rarely,607.0,Research & Development,2.0,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,1,No,16,3,2,1,34,4,3,33,7,1,9
39.0,No,Travel_Rarely,867.0,Research & Development,9.0,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,No,25,4,4,1,10,3,3,10,0,7,9
48.0,No,Travel_Rarely,1224.0,Research & Development,10.0,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,19665,13583,4,No,12,3,4,0,29,3,3,22,10,12,9
37.0,No,Travel_Rarely,228.0,Sales,6.0,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,No,14,3,2,1,7,5,4,5,4,0,1
41.0,No,Travel_Frequently,1200.0,Research & Development,22.0,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3
21.0,No,Non-Travel,895.0,Sales,9.0,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2
32.0,No,Travel_Rarely,117.0,Sales,13.0,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3
37.0,Yes,Travel_Rarely,1373.0,Research & Development,2.0,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,15,3,2,0,7,3,3,0,0,0,0
59.0,No,Travel_Rarely,1324.0,Research & Development,7.0,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Yes,20,4,1,3,12,3,2,1,0,0,0
45.0,No,Travel_Frequently,1249.0,Research & Development,7.0,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11
36.0,Yes,Travel_Frequently,130.0,Research & Development,25.0,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8
36.0,No,Travel_Frequently,469.0,Research & Development,7.0,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7
41.0,No,Travel_Rarely,930.0,Sales,7.0,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,No,11,3,3,1,14,5,3,5,4,0,4
41.0,No,Travel_Rarely,896.0,Sales,6.0,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
42.0,No,Travel_Rarely,603.0,Research & Development,7.0,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0
42.0,No,Travel_Rarely,691.0,Sales,8.0,4,Marketing,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,1,No,11,3,4,1,10,2,3,9,7,4,2
24.0,No,Non-Travel,830.0,Sales,13.0,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0
33.0,Yes,Travel_Rarely,603.0,Sales,9.0,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,1,Yes,17,3,1,0,6,3,3,5,2,0,3
43.0,No,Travel_Frequently,422.0,Research & Development,1.0,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2
36.0,No,Travel_Rarely,583.0,Sales,4.0,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3
38.0,No,Travel_Frequently,1391.0,Research & Development,10.0,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,1,No,17,3,2,1,3,0,2,2,1,0,2
33.0,No,Travel_Rarely,516.0,Research & Development,8.0,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,22049,2,Yes,17,3,1,0,14,6,3,0,0,0,0
53.0,No,Travel_Rarely,661.0,Sales,7.0,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4
43.0,No,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1
42.0,No,Travel_Rarely,269.0,Research & Development,2.0,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,1,Yes,11,3,3,1,10,4,3,9,6,7,8
53.0,No,Travel_Rarely,1282.0,Research & Development,7.0,3,Other,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,No,11,3,4,1,26,3,2,14,13,4,8
29.0,Yes,Travel_Rarely,318.0,Research & Development,8.0,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7
29.0,No,Travel_Rarely,657.0,Research & Development,27.0,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
37.0,No,Travel_Rarely,408.0,Research & Development,19.0,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,No,21,4,1,0,8,1,3,1,0,0,0
50.0,No,Travel_Frequently,1115.0,Research & Development,1.0,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7
29.0,No,Non-Travel,746.0,Sales,2.0,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2
33.0,No,Travel_Frequently,515.0,Research & Development,1.0,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Yes,12,3,3,0,15,1,3,15,14,8,12
55.0,No,Non-Travel,444.0,Research & Development,2.0,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2
51.0,No,Travel_Rarely,1469.0,Research & Development,8.0,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
30.0,No,Travel_Frequently,1312.0,Research & Development,23.0,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9
49.0,No,Travel_Rarely,1098.0,Research & Development,4.0,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0
47.0,No,Travel_Frequently,1379.0,Research & Development,16.0,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7
31.0,No,Travel_Rarely,1082.0,Research & Development,1.0,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0
47.0,No,Travel_Rarely,207.0,Research & Development,9.0,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,No,12,3,3,0,7,2,3,2,2,2,0
58.0,No,Travel_Rarely,848.0,Research & Development,23.0,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2
41.0,Yes,Travel_Rarely,1360.0,Research & Development,12.0,3,Technical Degree,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,No,12,3,4,0,23,0,3,22,15,15,8
29.0,No,Travel_Rarely,468.0,Research & Development,28.0,4,Medical,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,No,14,3,2,0,5,3,1,5,4,0,4
50.0,No,Travel_Rarely,1207.0,Research & Development,28.0,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
32.0,No,Travel_Rarely,267.0,Research & Development,29.0,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,No,13,3,3,0,6,3,3,6,2,4,1
44.0,No,Travel_Rarely,1313.0,Research & Development,7.0,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3549,1,Yes,14,3,4,1,23,4,2,22,7,1,10
38.0,No,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0
36.0,Yes,Travel_Frequently,342.0,Research & Development,2.0,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2
40.0,No,Travel_Frequently,580.0,Sales,7.0,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
45.0,No,Travel_Rarely,252.0,Research & Development,2.0,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
46.0,No,Travel_Frequently,1034.0,Research & Development,18.0,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2
36.0,Yes,Non-Travel,1366.0,Research & Development,24.0,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9
34.0,No,Travel_Rarely,181.0,Research & Development,2.0,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,1,Yes,14,3,1,3,6,3,3,5,0,1,2
55.0,No,Travel_Frequently,135.0,Research & Development,18.0,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7
19.0,No,Travel_Rarely,265.0,Research & Development,25.0,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Yes,12,3,4,0,1,2,3,1,0,0,1
32.0,No,Travel_Rarely,427.0,Research & Development,1.0,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8
40.0,No,Non-Travel,663.0,Research & Development,9.0,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7
30.0,No,Travel_Rarely,1334.0,Sales,4.0,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7
22.0,Yes,Travel_Rarely,617.0,Research & Development,7.0,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,1,Yes,19,3,1,1,4,3,4,3,2,0,2
48.0,No,Travel_Rarely,1469.0,Research & Development,20.0,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0
45.0,No,Non-Travel,1195.0,Research & Development,2.0,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
53.0,No,Travel_Rarely,1070.0,Research & Development,7.0,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3
36.0,No,Travel_Frequently,541.0,Sales,7.0,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12
29.0,No,Travel_Frequently,806.0,Research & Development,1.0,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8
46.0,No,Travel_Rarely,1003.0,Research & Development,8.0,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7
41.0,No,Travel_Rarely,549.0,Research & Development,7.0,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1
41.0,Yes,Travel_Rarely,1356.0,Sales,20.0,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2
52.0,No,Travel_Frequently,322.0,Research & Development,28.0,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2
51.0,No,Travel_Frequently,1456.0,Research & Development,1.0,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8
36.0,Yes,Travel_Rarely,1357.0,Research & Development,25.0,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,No,12,3,3,0,1,2,2,1,0,0,1
36.0,No,Travel_Rarely,1157.0,Sales,2.0,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2
38.0,Yes,Travel_Rarely,1180.0,Research & Development,29.0,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
31.0,No,Travel_Frequently,715.0,Sales,2.0,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3
44.0,No,Travel_Rarely,1488.0,Sales,1.0,5,Marketing,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,1,9,2,2,4,3,1,3
30.0,No,Travel_Rarely,802.0,Sales,27.0,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
31.0,Yes,Travel_Frequently,1060.0,Sales,1.0,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2
27.0,Yes,Travel_Rarely,135.0,Research & Development,17.0,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7
36.0,No,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,1,No,17,3,1,0,6,2,1,5,3,0,4
24.0,No,Travel_Rarely,1206.0,Research & Development,17.0,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2
50.0,No,Travel_Rarely,328.0,Research & Development,1.0,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2
39.0,No,Travel_Rarely,1329.0,Sales,4.0,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9
30.0,No,Non-Travel,879.0,Research & Development,9.0,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7
30.0,No,Travel_Rarely,852.0,Research & Development,1.0,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0
29.0,No,Travel_Rarely,991.0,Sales,7.0,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
59.0,No,Non-Travel,1420.0,Human Resources,2.0,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2
36.0,No,Non-Travel,427.0,Research & Development,8.0,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
29.0,Yes,Travel_Rarely,802.0,Research & Development,10.0,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0
30.0,Yes,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0
50.0,No,Travel_Rarely,1452.0,Research & Development,11.0,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4
37.0,No,Travel_Rarely,1017.0,Research & Development,1.0,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
38.0,No,Travel_Rarely,849.0,Research & Development,25.0,2,Life Sciences,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,No,17,3,3,1,19,2,3,10,8,0,1
41.0,No,Non-Travel,267.0,Sales,10.0,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10
29.0,No,Travel_Rarely,590.0,Research & Development,4.0,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
45.0,No,Travel_Rarely,549.0,Research & Development,8.0,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,No,14,3,1,2,12,3,3,10,9,9,8
36.0,No,Non-Travel,120.0,Sales,4.0,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4
29.0,No,Travel_Rarely,136.0,Research & Development,1.0,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,1,No,12,3,1,1,6,5,2,5,3,0,2
42.0,No,Travel_Rarely,469.0,Research & Development,2.0,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,1,No,17,3,4,1,23,3,3,22,6,13,7
48.0,No,Travel_Rarely,715.0,Research & Development,1.0,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0
20.0,Yes,Travel_Frequently,871.0,Research & Development,6.0,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0
31.0,No,Travel_Rarely,1274.0,Research & Development,9.0,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8
41.0,No,Non-Travel,552.0,Human Resources,4.0,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
29.0,Yes,Travel_Rarely,350.0,Human Resources,13.0,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Yes,15,3,4,3,4,3,3,2,2,2,0
42.0,No,Travel_Rarely,647.0,Sales,4.0,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5
36.0,No,Travel_Rarely,1120.0,Sales,11.0,4,Marketing,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,No,13,3,1,1,8,2,2,6,3,0,0
36.0,No,Travel_Rarely,1476.0,Research & Development,16.0,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,1,No,19,3,3,0,9,2,3,8,3,0,7
32.0,Yes,Travel_Rarely,964.0,Sales,1.0,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
36.0,No,Travel_Rarely,1351.0,Research & Development,26.0,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
42.0,No,Travel_Rarely,201.0,Research & Development,1.0,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2
43.0,No,Travel_Rarely,1034.0,Sales,16.0,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
36.0,No,Travel_Rarely,530.0,Sales,2.0,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
36.0,No,Non-Travel,675.0,Research & Development,7.0,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,No,12,3,4,2,6,2,3,6,3,1,5
36.0,No,Non-Travel,1105.0,Research & Development,24.0,4,Life Sciences,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,No,15,3,3,1,11,3,3,9,8,0,8
36.0,No,Travel_Frequently,1467.0,Sales,11.0,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,1,No,14,3,3,1,10,6,3,9,7,2,8
38.0,No,Travel_Frequently,1189.0,Research & Development,1.0,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
33.0,No,Travel_Rarely,1198.0,Research & Development,1.0,4,Other,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Yes,11,3,2,0,6,1,3,3,2,0,2
45.0,No,Travel_Frequently,1199.0,Research & Development,7.0,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
